timestamp,engine_rpm,vehicle_speed,throttle_position,acceleration,engine_load,fuel_injection_rate,coolant_temperature,mass_air_flow
2026-03-22T10:09:24.620496,2558.67,61.02,71.86,0.076,71.52,10.12,75.0,6.705
2026-03-22T10:09:25.125807,2686.97,63.98,77.22,0.115,72.09,10.494,75.0,7.092
2026-03-22T10:09:25.618751,2839.94,67.74,81.18,0.111,73.11,10.928,75.0,7.483
2026-03-22T10:09:26.121404,2912.42,68.41,71.09,-0.093,73.84,11.305,75.0,7.326
2026-03-22T10:09:26.624638,2805.55,64.18,65.68,-0.106,73.46,11.363,75.0,6.978
2026-03-22T10:09:27.120838,2798.96,64.94,77.24,0.096,73.64,11.36,75.0,7.296
2026-03-22T10:09:27.621735,2940.95,69.67,83.58,0.116,74.8,11.57,75.0,7.735
2026-03-22T10:09:28.121124,3111.04,74.14,88.1,0.108,76.32,11.944,75.0,8.174
2026-03-22T10:09:28.622131,3249.56,77.01,85.61,0.001,77.86,12.379,75.0,8.354
2026-03-22T10:09:29.125761,3178.98,73.62,63.94,0.333,77.77,12.504,75.0,7.607
2026-03-22T10:09:29.622959,3250.26,77.19,61.83,0.196,75.94,12.413,75.0,7.676
2026-03-22T10:09:30.119076,3625.51,89.81,78.19,0.411,75.79,12.756,75.0,8.826
2026-03-22T10:09:30.619494,3980.6,97.97,70.68,0.02,76.08,13.47,75.0,9.257
2026-03-22T10:09:31.130565,3765.11,86.58,44.37,-0.511,74.2,13.732,75.0,8.113
2026-03-22T10:09:31.618609,3320.11,73.03,39.71,-0.364,71.47,13.235,75.0,7.171
2026-03-22T10:09:32.120163,3137.01,71.83,58.6,0.214,69.54,12.557,75.0,7.378
2026-03-22T10:09:32.624399,3250.19,77.21,56.2,0.031,68.8,12.316,75.0,7.515
2026-03-22T10:09:33.120728,3469.56,84.67,71.93,0.335,68.72,12.397,75.0,8.364
2026-03-22T10:09:33.624287,3751.7,91.61,66.53,0.032,69.25,12.862,75.0,8.722
2026-03-22T10:09:34.124332,3914.99,94.71,71.45,0.111,69.63,13.336,75.0,9.16
2026-03-22T10:09:34.621128,4122.94,99.74,72.83,0.046,70.49,13.886,75.0,9.577
2026-03-22T10:09:35.120089,4065.64,95.63,64.83,-0.102,70.36,14.177,75.0,9.244
2026-03-22T10:09:35.622917,3986.69,93.32,68.19,0.045,70.15,14.212,75.0,9.197
2026-03-22T10:09:36.118620,4132.79,99.17,79.4,0.251,70.89,14.368,75.0,9.783
2026-03-22T10:09:36.619994,4417.43,107.57,85.15,0.243,72.37,14.833,75.0,10.465
2026-03-22T10:09:37.124298,4713.11,114.88,88.08,0.176,74.16,15.51,75.0,11.086
2026-03-22T10:09:37.624064,4981.92,120.9,88.99,0.077,76.11,16.281,75.0,11.601
2026-03-22T10:09:38.120744,4908.76,115.16,69.71,-0.367,76.72,16.729,75.0,10.917
2026-03-22T10:09:38.621138,4266.62,93.33,40.02,-0.78,74.61,16.235,75.0,8.901
2026-03-22T10:09:39.572715,3234.39,64.15,19.37,-0.774,70.05,14.592,75.0,6.434
2026-03-22T10:09:39.704118,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:09:40.707796,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:09:41.711256,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:09:42.711944,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:09:43.709035,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:09:44.711081,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:09:45.711802,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:09:46.147212,785.82,0.0,0.0,0.0,19.53,1.002,75.0,1.429
2026-03-22T10:09:46.448950,771.72,0.0,0.0,0.0,18.86,1.538,75.0,1.403
2026-03-22T10:09:46.705458,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:09:46.949693,759.43,0.0,0.0,0.0,17.85,2.057,75.0,1.381
2026-03-22T10:09:47.448544,754.1,0.0,0.0,0.0,16.96,2.311,75.0,1.371
2026-03-22T10:09:47.701603,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:09:47.948773,751.78,0.0,0.0,0.0,16.17,2.43,75.0,1.367
2026-03-22T10:09:48.707292,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:09:49.709607,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:09:50.710783,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:09:51.707560,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:09:52.711700,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:09:53.715174,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:09:54.714275,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:09:55.711082,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:09:56.711137,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:09:57.705382,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:09:58.704658,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:09:59.706460,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:10:00.709804,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:10:01.708592,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:10:02.710645,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:10:03.707877,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:10:04.709126,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:10:05.710209,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:10:06.708788,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:10:07.708479,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:10:08.703171,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:10:09.707617,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:10:10.702316,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:10:11.710724,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:10:12.706324,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:10:13.701845,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:10:14.713665,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:10:15.714784,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:10:16.705376,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:10:17.713843,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:10:18.714546,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:10:19.708975,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:10:20.710549,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:10:21.706399,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:10:22.710756,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:10:30.708777,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:10:31.705162,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:10:32.705618,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:10:33.704293,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:10:34.710071,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:10:35.707222,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:10:36.707581,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:10:37.703579,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:10:38.710434,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:16:31.698234,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:17:31.703719,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:17:52.287434,785.82,0.0,0.0,0.0,19.53,1.002,75.0,1.429
2026-03-22T10:17:52.587393,771.72,0.0,0.0,0.0,18.86,1.538,75.0,1.403
2026-03-22T10:17:53.086487,759.43,0.0,0.0,0.0,17.85,2.057,75.0,1.381
2026-03-22T10:17:53.584392,754.1,0.0,0.0,0.0,16.96,2.311,75.0,1.371
2026-03-22T10:17:54.088218,751.78,0.0,0.0,0.0,16.17,2.43,75.0,1.367
2026-03-22T10:17:54.587365,750.77,0.0,0.0,0.0,15.47,2.479,75.0,1.365
2026-03-22T10:17:55.086638,750.34,0.0,0.0,0.0,14.85,2.493,75.0,1.364
2026-03-22T10:17:55.586845,750.15,0.0,0.0,0.0,14.3,2.49,75.0,1.364
2026-03-22T10:17:56.087459,750.06,0.0,0.0,0.0,13.81,2.48,75.0,1.364
2026-03-22T10:17:56.587650,750.03,0.0,0.0,0.0,13.37,2.466,75.0,1.364
2026-03-22T10:17:57.086475,750.01,0.0,0.0,0.0,12.99,2.451,75.0,1.364
2026-03-22T10:17:57.587540,750.01,0.0,0.0,0.0,12.65,2.437,75.0,1.364
2026-03-22T10:17:58.090872,750.0,0.0,0.0,0.0,12.35,2.424,75.0,1.364
2026-03-22T10:17:58.587249,750.0,0.0,0.0,0.0,12.08,2.412,75.0,1.364
2026-03-22T10:17:59.087692,750.0,0.0,0.0,0.0,11.84,2.401,75.0,1.364
2026-03-22T10:17:59.586529,750.0,0.0,0.0,0.0,11.64,2.392,75.0,1.364
2026-03-22T10:18:00.086275,750.0,0.0,0.0,0.0,11.45,2.383,75.0,1.364
2026-03-22T10:18:00.586723,750.0,0.0,0.0,0.0,11.28,2.375,75.0,1.364
2026-03-22T10:18:01.087765,750.0,0.0,0.0,0.0,11.14,2.368,75.0,1.364
2026-03-22T10:18:01.588201,750.0,0.0,0.0,0.0,11.01,2.362,75.0,1.364
2026-03-22T10:18:02.087939,750.0,0.0,0.0,0.0,10.89,2.357,75.0,1.364
2026-03-22T10:18:02.587541,750.0,0.0,0.0,0.0,10.79,2.352,75.0,1.364
2026-03-22T10:18:03.087710,750.0,0.0,0.0,0.0,10.7,2.348,75.0,1.364
2026-03-22T10:18:03.586939,750.0,0.0,0.0,0.0,10.62,2.344,75.0,1.364
2026-03-22T10:18:04.087366,750.0,0.0,0.0,0.0,10.55,2.341,75.0,1.364
2026-03-22T10:18:04.586797,750.0,0.0,0.0,0.0,10.49,2.338,75.0,1.364
2026-03-22T10:18:05.087880,750.0,0.0,0.0,0.0,10.43,2.335,75.0,1.364
2026-03-22T10:18:05.588467,750.0,0.0,0.0,0.0,10.38,2.333,75.0,1.364
2026-03-22T10:18:06.088139,750.0,0.0,0.0,0.0,10.34,2.331,75.0,1.364
2026-03-22T10:18:06.587877,750.0,0.0,0.0,0.0,10.3,2.329,75.0,1.364
2026-03-22T10:18:07.088079,750.0,0.0,0.0,0.0,10.27,2.328,75.0,1.364
2026-03-22T10:18:07.587919,750.0,0.0,0.0,0.0,10.24,2.326,75.0,1.364
2026-03-22T10:18:08.087808,750.0,0.0,0.0,0.0,10.21,2.325,75.0,1.364
2026-03-22T10:18:08.587517,750.0,0.0,0.0,0.0,10.19,2.324,75.0,1.364
2026-03-22T10:18:09.088335,750.0,0.0,0.0,0.0,10.16,2.323,75.0,1.364
2026-03-22T10:18:09.588009,750.0,0.0,0.0,0.0,10.15,2.322,75.0,1.364
2026-03-22T10:18:10.087478,750.0,0.0,0.0,0.0,10.13,2.321,75.0,1.364
2026-03-22T10:18:10.587847,750.0,0.0,0.0,0.0,10.11,2.32,75.0,1.364
2026-03-22T10:18:11.088021,750.0,0.0,0.0,0.0,10.1,2.32,75.0,1.364
2026-03-22T10:18:11.586994,750.0,0.0,0.0,0.0,10.09,2.319,75.0,1.364
2026-03-22T10:18:12.087692,750.0,0.0,0.0,0.0,10.08,2.319,75.0,1.364
2026-03-22T10:18:12.587801,750.0,0.0,0.0,0.0,10.07,2.318,75.0,1.364
2026-03-22T10:18:13.086588,750.0,0.0,0.0,0.0,10.06,2.318,75.0,1.364
2026-03-22T10:18:13.589236,750.0,0.0,0.0,0.0,10.06,2.318,75.0,1.364
2026-03-22T10:18:14.087563,750.0,0.0,0.0,0.0,10.05,2.317,75.0,1.364
2026-03-22T10:18:14.588273,750.0,0.0,0.0,0.0,10.04,2.317,75.0,1.364
2026-03-22T10:18:15.088014,750.0,0.0,0.0,0.0,10.04,2.317,75.0,1.364
2026-03-22T10:18:15.585466,750.0,0.0,0.0,0.0,10.03,2.317,75.0,1.364
2026-03-22T10:18:16.089032,750.0,0.0,0.0,0.0,10.03,2.316,75.0,1.364
2026-03-22T10:18:16.588061,750.0,0.0,0.0,0.0,10.03,2.316,75.0,1.364
2026-03-22T10:18:17.092020,750.0,0.0,0.0,0.0,10.02,2.316,75.0,1.364
2026-03-22T10:18:17.588184,750.0,0.0,0.0,0.0,10.02,2.316,75.0,1.364
2026-03-22T10:18:18.085766,750.0,0.0,0.0,0.0,10.02,2.316,75.0,1.364
2026-03-22T10:18:18.585946,750.0,0.0,0.0,0.0,10.02,2.316,75.0,1.364
2026-03-22T10:18:19.086253,750.0,0.0,0.0,0.0,10.01,2.316,75.0,1.364
2026-03-22T10:18:19.586906,750.0,0.0,0.0,0.0,10.01,2.316,75.0,1.364
2026-03-22T10:18:20.086221,750.0,0.0,0.0,0.0,10.01,2.316,75.0,1.364
2026-03-22T10:18:20.586565,750.0,0.0,0.0,0.0,10.01,2.315,75.0,1.364
2026-03-22T10:18:21.086060,750.0,0.0,0.0,0.0,10.01,2.315,75.0,1.364
2026-03-22T10:18:21.585915,750.0,0.0,0.0,0.0,10.01,2.315,75.0,1.364
2026-03-22T10:18:22.085753,750.0,0.0,0.0,0.0,10.01,2.315,75.0,1.364
2026-03-22T10:18:22.586608,750.0,0.0,0.0,0.0,10.01,2.315,75.0,1.364
2026-03-22T10:18:23.088495,750.0,0.0,0.0,0.0,10.01,2.315,75.0,1.364
2026-03-22T10:18:23.692525,750.0,0.0,0.0,0.0,10.01,2.315,75.0,1.364
2026-03-22T10:18:24.696247,750.0,0.0,0.0,0.0,10.01,2.315,75.0,1.364
2026-03-22T10:18:25.690470,750.0,0.0,0.0,0.0,10.01,2.315,75.0,1.364
2026-03-22T10:18:26.694414,750.0,0.0,0.0,0.0,10.01,2.315,75.0,1.364
2026-03-22T10:18:27.698878,750.0,0.0,0.0,0.0,10.01,2.315,75.0,1.364
2026-03-22T10:18:28.695553,750.0,0.0,0.0,0.0,10.01,2.315,75.0,1.364
2026-03-22T10:18:29.695178,750.0,0.0,0.0,0.0,10.01,2.315,75.0,1.364
2026-03-22T10:18:30.695891,750.0,0.0,0.0,0.0,10.01,2.315,75.0,1.364
2026-03-22T10:18:31.699165,750.0,0.0,0.0,0.0,10.01,2.315,75.0,1.364
2026-03-22T10:18:31.699253,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:18:32.695393,750.0,0.0,0.0,0.0,10.01,2.315,75.0,1.364
2026-03-22T10:18:33.695678,750.0,0.0,0.0,0.0,10.01,2.315,75.0,1.364
2026-03-22T10:18:34.693650,750.0,0.0,0.0,0.0,10.01,2.315,75.0,1.364
2026-03-22T10:18:35.695782,750.0,0.0,0.0,0.0,10.01,2.315,75.0,1.364
2026-03-22T10:18:36.693195,750.0,0.0,0.0,0.0,10.01,2.315,75.0,1.364
2026-03-22T10:18:37.694509,750.0,0.0,0.0,0.0,10.01,2.315,75.0,1.364
2026-03-22T10:18:38.693155,750.0,0.0,0.0,0.0,10.01,2.315,75.0,1.364
2026-03-22T10:18:39.694445,750.0,0.0,0.0,0.0,10.01,2.315,75.0,1.364
2026-03-22T10:18:40.694854,750.0,0.0,0.0,0.0,10.01,2.315,75.0,1.364
2026-03-22T10:18:41.692052,750.0,0.0,0.0,0.0,10.01,2.315,75.0,1.364
2026-03-22T10:18:42.694869,750.0,0.0,0.0,0.0,10.01,2.315,75.0,1.364
2026-03-22T10:18:43.694320,750.0,0.0,0.0,0.0,10.01,2.315,75.0,1.364
2026-03-22T10:18:44.695780,750.0,0.0,0.0,0.0,10.01,2.315,75.0,1.364
2026-03-22T10:18:45.694919,750.0,0.0,0.0,0.0,10.01,2.315,75.0,1.364
2026-03-22T10:18:46.695768,750.0,0.0,0.0,0.0,10.01,2.315,75.0,1.364
2026-03-22T10:18:47.694992,750.0,0.0,0.0,0.0,10.01,2.315,75.0,1.364
2026-03-22T10:18:48.694798,750.0,0.0,0.0,0.0,10.01,2.315,75.0,1.364
2026-03-22T10:18:49.691968,750.0,0.0,0.0,0.0,10.01,2.315,75.0,1.364
2026-03-22T10:18:50.693371,750.0,0.0,0.0,0.0,10.01,2.315,75.0,1.364
2026-03-22T10:18:51.695018,750.0,0.0,0.0,0.0,10.01,2.315,75.0,1.364
2026-03-22T10:18:52.197253,750.0,0.0,0.0,0.0,10.01,2.315,75.0,1.364
2026-03-22T10:18:52.584516,750.0,0.0,0.0,0.0,10.0,2.315,75.0,1.364
2026-03-22T10:18:53.087383,750.0,0.0,0.0,0.0,10.0,2.315,75.0,1.364
2026-03-22T10:18:53.588798,750.0,0.0,0.0,0.0,10.0,2.315,75.0,1.364
2026-03-22T10:18:54.086351,750.0,0.0,0.0,0.0,10.0,2.315,75.0,1.364
2026-03-22T10:18:54.586635,750.0,0.0,0.0,0.0,10.0,2.315,75.0,1.364
2026-03-22T10:18:55.085246,750.0,0.0,0.0,0.0,10.0,2.315,75.0,1.364
2026-03-22T10:19:31.696939,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:20:00.695327,785.82,0.0,0.0,0.0,19.53,1.002,75.0,1.429
2026-03-22T10:20:00.998446,771.72,0.0,0.0,0.0,18.86,1.538,75.0,1.403
2026-03-22T10:20:01.498323,759.43,0.0,0.0,0.0,17.85,2.057,75.0,1.381
2026-03-22T10:20:01.996343,754.1,0.0,0.0,0.0,16.96,2.311,75.0,1.371
2026-03-22T10:20:02.499837,751.78,0.0,0.0,0.0,16.17,2.43,75.0,1.367
2026-03-22T10:20:02.998961,750.77,0.0,0.0,0.0,15.47,2.479,75.0,1.365
2026-03-22T10:20:03.499448,750.34,0.0,0.0,0.0,14.85,2.493,75.0,1.364
2026-03-22T10:20:03.997283,750.15,0.0,0.0,0.0,14.3,2.49,75.0,1.364
2026-03-22T10:20:22.094201,785.82,0.0,0.0,0.0,19.53,1.002,75.0,1.429
2026-03-22T10:20:22.394984,771.72,0.0,0.0,0.0,18.86,1.538,75.0,1.403
2026-03-22T10:20:22.895210,759.43,0.0,0.0,0.0,17.85,2.057,75.0,1.381
2026-03-22T10:20:23.394998,754.1,0.0,0.0,0.0,16.96,2.311,75.0,1.371
2026-03-22T10:20:23.895888,751.78,0.0,0.0,0.0,16.17,2.43,75.0,1.367
2026-03-22T10:20:24.396076,750.77,0.0,0.0,0.0,15.47,2.479,75.0,1.365
2026-03-22T10:20:24.898522,750.34,0.0,0.0,0.0,14.85,2.493,75.0,1.364
2026-03-22T10:20:25.397431,750.15,0.0,0.0,0.0,14.3,2.49,75.0,1.364
2026-03-22T10:20:31.691491,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:21:21.792575,785.82,0.0,0.0,0.0,19.53,1.002,75.0,1.429
2026-03-22T10:21:22.092610,771.72,0.0,0.0,0.0,18.86,1.538,75.0,1.403
2026-03-22T10:21:22.594171,759.43,0.0,0.0,0.0,17.85,2.057,75.0,1.381
2026-03-22T10:21:23.090512,754.1,0.0,0.0,0.0,16.96,2.311,75.0,1.371
2026-03-22T10:21:23.593854,751.78,0.0,0.0,0.0,16.17,2.43,75.0,1.367
2026-03-22T10:21:24.093831,750.77,0.0,0.0,0.0,15.47,2.479,75.0,1.365
2026-03-22T10:21:24.594256,750.34,0.0,0.0,0.0,14.85,2.493,75.0,1.364
2026-03-22T10:21:25.094075,750.15,0.0,0.0,0.0,14.3,2.49,75.0,1.364
2026-03-22T10:21:25.593307,750.06,0.0,0.0,0.0,13.81,2.48,75.0,1.364
2026-03-22T10:21:26.089663,757.71,0.0,0.0,0.0,13.37,2.468,75.0,1.378
2026-03-22T10:21:26.592448,781.63,0.0,0.0,0.0,12.99,2.48,75.0,1.421
2026-03-22T10:21:27.096043,792.02,0.25,6.2,0.034,12.79,2.513,75.0,1.617
2026-03-22T10:21:27.593776,827.19,3.34,28.88,0.111,14.5,2.727,75.0,2.329
2026-03-22T10:21:28.093675,1379.55,9.01,57.36,0.171,18.74,3.514,75.0,4.147
2026-03-22T10:21:28.594140,2225.62,15.23,76.76,0.163,24.84,5.138,75.0,6.24
2026-03-22T10:21:29.093421,2918.63,19.33,74.11,0.061,31.08,7.134,75.0,7.424
2026-03-22T10:21:29.594864,3041.35,18.94,53.13,-0.063,35.13,8.601,75.0,7.048
2026-03-22T10:21:30.092724,2802.12,16.6,44.57,-0.067,37.24,9.159,75.0,6.368
2026-03-22T10:21:30.593319,2662.05,15.79,55.03,0.015,39.21,9.249,75.0,6.412
2026-03-22T10:21:31.096669,2890.36,17.88,73.77,0.089,42.56,9.574,75.0,7.363
2026-03-22T10:21:31.599251,3267.82,20.52,74.73,0.04,46.71,10.348,75.0,8.077
2026-03-22T10:21:31.686106,2326.68,42.28,10.08,-0.589,65.13,12.509,75.0,4.518
2026-03-22T10:21:32.092168,3517.27,21.93,81.13,0.05,50.43,11.174,75.0,8.713
2026-03-22T10:21:32.594072,3762.25,23.35,84.02,0.039,54.25,12.035,75.0,9.241
2026-03-22T10:21:33.093785,3996.55,24.75,87.93,0.034,58.08,12.881,75.0,9.779
2026-03-22T10:21:33.593739,4041.68,24.6,77.79,-0.026,61.02,13.524,75.0,9.571
2026-03-22T10:21:34.093760,3709.14,29.73,62.65,0.164,62.41,13.596,75.0,8.534
2026-03-22T10:21:34.592761,3389.19,31.55,50.44,-0.027,62.19,13.09,75.0,7.603
2026-03-22T10:21:35.094203,3131.44,30.4,49.31,-0.017,61.26,12.391,75.0,7.102
2026-03-22T10:21:35.592746,2862.01,27.68,34.77,-0.143,59.79,11.663,75.0,6.197
2026-03-22T10:21:36.092718,2312.33,20.9,19.69,-0.19,56.69,10.544,75.0,4.767
2026-03-22T10:21:36.592844,1780.91,14.19,10.94,-0.228,52.93,9.113,75.0,3.551
2026-03-22T10:21:37.091878,1327.55,8.07,6.13,-0.13,48.86,7.664,75.0,2.589
2026-03-22T10:21:37.598526,1029.16,4.71,6.4,-0.058,44.97,6.332,75.0,2.054
2026-03-22T10:21:38.093060,899.54,2.82,3.8,-0.043,41.5,5.327,75.0,1.744
2026-03-22T10:21:38.595825,843.24,1.8,5.18,-0.016,38.34,4.625,75.0,1.681
2026-03-22T10:21:39.093513,818.78,1.35,4.48,-0.009,35.6,4.16,75.0,1.617
2026-03-22T10:21:39.591712,808.16,1.05,3.38,-0.008,33.08,3.838,75.0,1.566
2026-03-22T10:21:40.093323,803.54,0.87,3.67,-0.003,30.82,3.612,75.0,1.566
2026-03-22T10:21:40.593114,801.54,0.83,4.67,0.002,28.85,3.454,75.0,1.591
2026-03-22T10:21:41.093334,800.67,1.12,8.17,0.011,27.4,3.365,75.0,1.689
2026-03-22T10:21:41.593177,800.29,1.89,14.74,0.022,26.73,3.352,75.0,1.876
2026-03-22T10:21:42.093178,800.13,2.33,11.12,-0.002,26.26,3.343,75.0,1.772
2026-03-22T10:21:42.593374,800.05,2.04,8.77,-0.006,25.32,3.281,75.0,1.705
2026-03-22T10:21:43.092921,800.02,1.87,8.3,-0.004,24.46,3.23,75.0,1.692
2026-03-22T10:21:43.595143,800.01,1.85,8.1,-0.005,23.76,3.194,75.0,1.686
2026-03-22T10:21:44.092884,800.0,1.7,7.15,-0.006,23.01,3.15,75.0,1.659
2026-03-22T10:21:44.593378,800.0,1.65,9.68,0.006,22.33,3.115,75.0,1.731
2026-03-22T10:21:45.090765,800.0,1.97,13.23,0.014,22.07,3.117,75.0,1.832
2026-03-22T10:21:45.592854,800.0,2.52,16.8,0.018,22.23,3.152,75.0,1.935
2026-03-22T10:21:46.092143,800.0,3.33,21.32,0.02,22.91,3.225,75.0,2.064
2026-03-22T10:21:46.593779,800.0,4.0,24.09,0.017,23.8,3.303,75.0,2.143
2026-03-22T10:21:47.097817,800.0,4.66,27.39,0.017,24.92,3.392,75.0,2.237
2026-03-22T10:21:47.599076,805.36,5.42,34.67,0.032,26.32,3.499,75.0,2.455
2026-03-22T10:21:48.093815,946.73,7.25,51.92,0.065,28.97,3.806,75.0,3.205
2026-03-22T10:21:48.593806,1160.69,9.1,54.63,0.038,32.35,4.354,75.0,3.671
2026-03-22T10:21:49.092411,1360.88,10.61,63.34,0.043,35.91,4.997,75.0,4.284
2026-03-22T10:21:49.593737,1522.01,11.63,64.31,0.026,39.4,5.65,75.0,4.605
2026-03-22T10:21:50.093906,1680.63,12.75,69.37,0.024,43.09,6.304,75.0,5.038
2026-03-22T10:21:50.592864,1721.38,12.62,59.19,-0.016,45.78,6.775,75.0,4.821
2026-03-22T10:21:51.095095,1721.16,12.49,64.42,0.008,48.0,7.059,75.0,4.97
2026-03-22T10:21:51.592300,1732.59,12.54,63.18,0.002,50.14,7.278,75.0,4.955
2026-03-22T10:21:52.093495,1795.5,13.2,72.51,0.027,52.59,7.526,75.0,5.336
2026-03-22T10:21:52.591976,1894.76,14.02,73.53,0.014,55.31,7.863,75.0,5.546
2026-03-22T10:21:53.093317,1869.83,13.41,56.04,-0.046,56.81,8.046,75.0,5.001
2026-03-22T10:21:53.591816,1580.07,15.64,38.73,-0.003,56.11,7.718,75.0,3.979
2026-03-22T10:21:54.093139,1367.61,14.47,33.07,-0.026,54.3,7.137,75.0,3.431
2026-03-22T10:21:54.596458,1307.41,15.08,44.52,0.057,53.21,6.689,75.0,3.649
2026-03-22T10:21:55.093567,1418.49,17.65,54.56,0.087,53.38,6.599,75.0,4.138
2026-03-22T10:21:55.593474,1630.45,20.96,63.95,0.097,54.56,6.864,75.0,4.792
2026-03-22T10:21:56.092549,1899.11,24.61,72.31,0.09,56.63,7.421,75.0,5.519
2026-03-22T10:21:56.592807,2120.68,26.91,72.11,0.041,58.77,8.08,75.0,5.916
2026-03-22T10:21:57.093791,2257.69,27.96,72.02,0.018,60.64,8.668,75.0,6.163
2026-03-22T10:21:57.592687,2368.88,29.1,76.35,0.03,62.58,9.179,75.0,6.488
2026-03-22T10:21:58.091362,2451.14,29.78,73.63,-0.007,64.4,9.614,75.0,6.56
2026-03-22T10:21:58.593045,2467.84,29.59,73.96,0.0,65.73,9.895,75.0,6.6
2026-03-22T10:21:59.093032,2470.58,29.46,72.67,-0.008,66.9,10.078,75.0,6.568
